pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
0`City of Los Angeles |`https://www.lacity.org`https://www.lacity.org/`'Open LA City' on Amazon's Alexa Request city services online through myLA 311 Find your representative on myNeighborhood     © Copyright 2018 City of Los Angeles. All rights reserved. Disclaimer | Privacy Policy Top 
1`MyLA Home`https://myla311.lacity.org/portal/faces/home`https://myla311.lacity.org/portal/faces/home` 
