,0,1
0,50,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs/register_for_freestihivaidsonlinecourses.html
1,327,http://author.cityofchicago.org/content/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html
2,525,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs/register_for_freestihivaidsonlinecourses.html
3,531,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/lobby/svcs/electronic_lobbyistfilingsystem.html
4,935,http://dev.cityofchicago.org/docs/api
5,4115,https://www.cityofchicago.org/city/en/ofinterest/href=/content/city/en/ofinterest/res.html
6,4117,https://www.cityofchicago.org/content/city/en/ofinterest/res/job/svcs.html
7,4117,https://www.cityofchicago.org/content/city/en/ofinterest/res/job/supp_info.html
8,4132,https://www.cityofchicago.org/city/en/ofinterest/href=/content/city/en/ofinterest/bus.html
9,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/bldr/svcs.html
10,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/bldr/supp_info.html
11,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/contract/svcs.html
12,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/contract/supp_info.html
13,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/dvlpr/svcs.html
14,4134,https://www.cityofchicago.org/content/city/en/ofinterest/bus/dvlpr/supp_info.html
15,4135,https://www.cityofchicago.org/content/city/en/ofinterest/res/owner/svcs.html
16,4135,https://www.cityofchicago.org/content/city/en/ofinterest/res/owner/supp_info.html
17,4152,http://www.cityofchicago.org/city/en/depts/bacp/provdrs/enforce/alerts/2016/july/secondphaseplasticbagban.html
18,4157,https://www.cityofchicago.org/content/city/en/ofinterest/bus/exst_bus/svcs.html
19,4157,https://www.cityofchicago.org/content/city/en/ofinterest/bus/exst_bus/supp_info.html
20,4157,https://www.cityofchicago.org/content/city/en/ofinterest/bus/new_bus/svcs.html
21,4157,https://www.cityofchicago.org/content/city/en/ofinterest/bus/new_bus/supp_info.html
22,4161,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cta/svcs/customer_fairs.html
23,4162,https://www.cityofchicago.org/content/city/en/ofinterest/res/fam/svcs.html
24,4162,https://www.cityofchicago.org/content/city/en/ofinterest/res/fam/supp_info.html
25,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/parent/svcs.html
26,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/parent/supp_info.html
27,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/disab/svcs.html
28,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/disab/supp_info.html
29,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/senior/svcs.html
30,4163,https://www.cityofchicago.org/content/city/en/ofinterest/res/senior/supp_info.html
31,4165,https://www.cityofchicago.org/content/city/en/ofinterest/bus/edu/svcs.html
32,4165,https://www.cityofchicago.org/content/city/en/ofinterest/bus/edu/supp_info.html
33,4169,https://www.cityofchicago.org/content/city/en/depts/dhr/provdrs/emp/svcs/careers_service_center.html
34,4174,https://www.cityofchicago.org/content/city/en/ofinterest/res/motorists/svcs.html
35,4174,https://www.cityofchicago.org/content/city/en/ofinterest/res/motorists/supp_info.html
36,4174,https://www.cityofchicago.org/content/city/en/ofinterest/res/stud/svcs.html
37,4174,https://www.cityofchicago.org/content/city/en/ofinterest/res/stud/supp_info.html
38,4177,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/public_health_preparedness/get-the-facts--extreme-cold-and-or-winter-storms.html
39,4177,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/public_health_preparedness/ebola--get-the-facts.html
40,4244,https://www.cityofchicago.org/content/city/en/ofinterest/res/rent/svcs.html
41,4244,https://www.cityofchicago.org/content/city/en/ofinterest/res/rent/supp_info.html
42,4251,https://www.cityofchicago.org/content/city/en/ofinterest/bus/crgvr/svcs.html
43,4251,https://www.cityofchicago.org/content/city/en/ofinterest/bus/crgvr/supp_info.html
44,4251,https://www.cityofchicago.org/content/city/en/ofinterest/bus/health/svcs.html
45,4251,https://www.cityofchicago.org/content/city/en/ofinterest/bus/health/supp_info.html
46,4251,https://www.cityofchicago.org/content/city/en/ofinterest/res/child/svcs.html
47,4251,https://www.cityofchicago.org/content/city/en/ofinterest/res/child/supp_info.html
48,4251,https://www.cityofchicago.org/content/city/en/ofinterest/res/teen/svcs.html
49,4251,https://www.cityofchicago.org/content/city/en/ofinterest/res/teen/supp_info.html
50,4282,https://www.cityofchicago.org/content/city/en/ofinterest/bus/retail/svcs.html
51,4282,https://www.cityofchicago.org/content/city/en/ofinterest/bus/retail/supp_info.html
52,4282,https://www.cityofchicago.org/content/city/en/ofinterest/bus/trades/svcs.html
53,4282,https://www.cityofchicago.org/content/city/en/ofinterest/bus/trades/supp_info.html
54,4313,https://eprocurement.cityofchicago.org/
55,4314,https://www.cityofchicago.org/content/city/en/ofinterest/bus/mwdbe/svcs.html
56,4314,https://www.cityofchicago.org/content/city/en/ofinterest/bus/mwdbe/supp_info.html
57,4331,https://www.cityofchicago.org/content/city/en/depts/cdot/supp_info/consultant_paymentinformation.html
58,4338,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs/get_free_condomsatoneofourstispecialtyclinics.html
59,4351,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/clinical_health/immunizations_walk-inclinics.html
